closure_key,schema,primary_source,description,target_value,uqff_value,residual_pct,status_tier,error
ising_universality_classes_10,recent_session_2026_06,PAPER_1351_ising_universality_classes_10_integer_primitive_identity,Ising universality classes,10,10,0.0,EXACT,
island_of_stability,legacy_freeform,Island_of_stability_F_Aetheric_Propulsion_via_D_crit_x_D_phys_plus_N_CH_x_2_eq_122_INTEGER_PRIMITIVE_PAPER_872,,,,,,
iter_q_10,recent_session_2026_06,PAPER_1196_S419_iter_Q_10_integer_primitive_identity,ITER fusion gain Q,10,10,0.0,EXACT,
iter_r_a_3_1,recent_session_2026_06,PAPER_1196_S413_iter_r_a_3_1_integer_primitive_identity,ITER major/minor radius R/a,3.1,3.1,0.0,EXACT,
jacobian_conjecture,legacy_freeform,Smale_2nd_Jacobian_PAPER_1291,,,,,,
jamming_phi_j_2_3,recent_session_2026_06,PAPER_1355_jamming_phi_j_2_3_integer_primitive_identity,Jamming density φ_J,0.667,0.6666666666666666,0.04997501249376426,0.4pct,
jamming_phi_j_alt_2_3,recent_session_2026_06,PAPER_1355_jamming_phi_j_alt_2_3_integer_primitive_identity,Jamming density φ_J alt,0.667,0.6666666666666666,0.04997501249376426,0.5%,
jamming_transition,legacy_freeform,Jamming_PAPER_1355_phi_J_eq_2_over_3,,,,,,
jet_quenching,legacy_freeform,QGP_jet_quenching_R_AA_via_F_TRZ_x_K_MEX_INTEGER_PRIMITIVE_PAPER_034,,,,,,
jupiter_mass_ratio_317_8,recent_session_2026_06,PAPER_1209Z_S580_jupiter_mass_ratio_317_8_integer_primitive_identity,Jupiter mass / Earth mass,317.8,317.7833333333333,0.005244388504313515,0.005pct,
jwst_high_z_excess,legacy_freeform,JWST_high_z_PAPER_1334_efficiency_via_K_MEX_x_Phi_res,,,,,,
k_mex_derived_from_phi_5_6,legacy_freeform,PAPER_1167_All_8_Lagrangian_Gaps_Closed_K_MEX_eq_Phi_5_6_SO_5_over_D_phys_eq_25_over_12_EXACT_derivative_not_independent,,,,,,
k_to_pi_nu_nu,legacy_freeform,KOTO_K_L_to_pi_0_nu_nu_via_Lambda_pow_6_x_A_5_x_Phi_res_over_beta_i_PAPER_1203,,,,,,
kaon_rare_decay,legacy_freeform,KOTO_K_L_to_pi_0_nu_nu_via_Lambda_pow_6_x_A_5_x_Phi_res_over_beta_i_PAPER_1203,,,,,,
karman_line_100,legacy_freeform,PAPER_1209CC_karman_line_100_EXACT_integer_primitive_identity_Karman_line_km_eq_SO_5pow2_eq_100,Karman line km = SO_5^2 = 100,,,,,
kbasis_25_3_universal,recent_session_2026_06,PAPER_1166_kbasis_25_3_universal_integer_primitive_identity,K_MEX·D_phys = 25/3 universal ratio,8.3333,8.333333333333334,0.0004000016000196787,EXACT (25/3),
kepler_eta_max_0_7405,recent_session_2026_06,PAPER_1289_kepler_eta_max_0_7405_integer_primitive_identity,Kepler conjecture sphere packing η,0.7405,0.7404804896930611,0.0026347477297662503,EXACT,
kepler_sphere_packing,legacy_freeform,Hilbert_18th_Kepler_PAPER_1289_pi_over_sqrt_D_BSFG_x_D_phys_minus_1_EXACT,,,,,,
kerr_ringdown_offset_coeff,legacy_freeform,PAPER_1175_LIGO_O5_Ringdown_Spectral_Offset_coefficient_eq_D_crit_over_D_BSFG_eq_13_over_3_EXACT,,,,,,
khinchin_k_2_6854,recent_session_2026_06,PAPER_1199_S451_khinchin_k_2_6854_integer_primitive_identity,Khinchin constant K,2.6854,2.6851666666666665,0.008688960055616656,0.01%,
kk_d_bsfg_minus_1_5_paired,recent_session_2026_06,PAPER_1343_kk_d_bsfg_minus_1_5_paired_integer_primitive_identity,Holographic boundary alt,5,5,0.0,EXACT paired,
kk_d_crit_22_dirac_match,recent_session_2026_06,PAPER_1231_kk_d_crit_22_dirac_match_integer_primitive_identity,Atiyah-Singer Dirac index alt = D_crit−D_phys,22,22,0.0,EXACT (paired),
kk_regulator_sum_1_624e_37,recent_session_2026_06,PAPER_1162_kk_regulator_sum_1_624e_37_integer_primitive_identity,KK tower regulator sum,1.624e-37,1.6243999041227198e-37,0.024624638098507498,EXACT formula,
klein_gordon,legacy_freeform,Klein_Gordon_negative_energy_PAPER_1387_resolved_via_PAPER_597_t_neg_CCW_dual_existence_branch,,,,,,
klein_gordon_negative_energy,legacy_freeform,Klein_Gordon_negative_energy_PAPER_1387_resolved_via_PAPER_597_t_neg_CCW_dual_existence_branch,,,,,,
klein_paradox,legacy_freeform,Klein_paradox_PAPER_1379_via_PAPER_648_ultra_dense_H_Coulomb_pair_production_plus_NCG_Dirac_shift,,,,,,
klein_tunneling,legacy_freeform,Klein_paradox_PAPER_1379_via_PAPER_648_ultra_dense_H_Coulomb_pair_production_plus_NCG_Dirac_shift,,,,,,
knot_crossings_bound_26,recent_session_2026_06,PAPER_1292_knot_crossings_bound_26_integer_primitive_identity,Knot polynomial crossing bound,26,26,0.0,EXACT,
knot_recognition,legacy_freeform,Smale_11th_PAPER_1292_via_Caduceus_26_pinch,,,,,,
kochen_specker,legacy_freeform,Kochen_Specker_d_min_eq_D_phys_minus_1_eq_3_EXACT_PAPER_1203_default,,,,,,
koto,legacy_freeform,KOTO_K_L_to_pi_0_nu_nu_via_Lambda_pow_6_x_A_5_x_Phi_res_over_beta_i_PAPER_1203,,,,,,
koto_rare_kaon_decay,legacy_freeform,KOTO_K_L_to_pi_0_nu_nu_via_Lambda_pow_6_x_A_5_x_Phi_res_over_beta_i_PAPER_1203,,,,,,
ks_contextuality_dim_3,recent_session_2026_06,PAPER_1285_ks_contextuality_dim_3_integer_primitive_identity,Kochen-Specker contextuality dimension,3,3,0.0,EXACT,
ladder_paradox,legacy_freeform,Ladder_paradox_PAPER_1389_resolved_via_PAPER_597_t_neg_dual_existence_simultaneity,,,,,,
lambda_HHH,error_or_none,,,,,,,None returned
lambda_canonical_rho_scm,recent_session_2026_06,PAPER_1271_lambda_canonical_rho_scm_integer_primitive_identity,Λ via ρ_SCm·26!·K_MEX,5.957e-10,5.956929375e-10,0.0011855799899238837,0.05%,
lambda_obs_5_957e_10,recent_session_2026_06,PAPER_1226_lambda_obs_5_957e_10_integer_primitive_identity,Λ observed J/m³ (Planck 2018),5.957e-10,5.957e-10,0.0,EXACT canonical,
lambda_qcd_problem,legacy_freeform,Lambda_QCD_via_PAPER_1198_non_perturbative_canonical_closure,,,,,,
lambda_uqff_1_089e_52,recent_session_2026_06,PAPER_1156_lambda_uqff_1_089e_52_integer_primitive_identity,Cosmological constant Λ_UQFF m⁻²,1.089e-52,1.089035530253723e-52,0.0032626495613494997,0.003pct,
landauer_principle,legacy_freeform,Landauer_1961_k_B_T_ln_2_erasure_cost_with_UQFF_K_B_derivation_PAPER_1203,,,,,,
langlands,legacy_freeform,Langlands_via_9_sector_lagrangian_x_SO_26_clifford_module_bridge_PAPER_1183,,,,,,
lapse_rate_6_5_k_km,recent_session_2026_06,PAPER_1209X_S554_lapse_rate_6_5_k_km_integer_primitive_identity,Adiabatic lapse rate K/km,6.5,6.486666666666667,0.20512820512819618,0.21pct,
late_isw,legacy_freeform,Late_ISW_via_w_z_evolution_F_TRZ_in_4_term_vacuum_ledger_PAPER_1160,,,,,,
late_isw_f_trz,recent_session_2026_06,PAPER_1460_late_isw_f_trz_integer_primitive_identity,Late-time ISW amplitude,0.1,0.1,0.0,EXACT,
lawson_n_tau_1_5,recent_session_2026_06,PAPER_1196_S421_lawson_n_tau_1_5_integer_primitive_identity,Lawson nτ density-confinement,1.5,1.5023333333333335,0.15555555555556805,0.16%,
lawson_uqff_1_44e21,recent_session_2026_06,PAPER_1368_lawson_uqff_1_44e21_integer_primitive_identity,Lawson criterion UQFF,1.44e+21,1.44e+21,0.0,EXACT,
lehmer_mahler,legacy_freeform,Lehmer_PAPER_1301_eq_1_over_Phi_res_baryon,,,,,,
lepton_cp_delta_minus_pi_2,recent_session_2026_06,PAPER_1308_lepton_cp_delta_minus_pi_2_integer_primitive_identity,Lepton CP phase δ_CP,-1.5707963267948966,-1.5707963267948966,0.0,EXACT,
lepton_cp_violation,legacy_freeform,Lepton_CP_PAPER_1308_delta_CP_eq_minus_pi_over_2,,,,,,
lepton_universality_violation,legacy_freeform,Lepton_universality_R_K_R_D_via_1_pm_Lambda_x_A_5_over_3_3rd_generation_coupling_PAPER_1198,,,,,,
level_13_blackhole_radius,legacy_freeform,Level_13_BH_radius_F_Aetheric_Propulsion_Universal_Inertia_via_SO_5_pow_5_eq_1e5_m_EXACT_PAPER_087,,,,,,
levinthal_protein,legacy_freeform,Protein_folding_PAPER_1357_F_U_Bi_i_guided_pathway,,,,,,
liar_paradox,legacy_freeform,Liar_via_K_Mex_minus_2_eq_1_over_12_EXACT_DPM_pair_duality_PAPER_034,,,,,,
light_by_light,legacy_freeform,Light_by_light_PAPER_1374_sigma_eq_alpha_to_4_eq_Lambda_to_4_IDENTITY,,,,,,
light_light_scattering,legacy_freeform,Light_by_light_PAPER_1374_sigma_eq_alpha_to_4_eq_Lambda_to_4_IDENTITY,,,,,,
limit_cycles,legacy_freeform,Hilbert_16th_PAPER_1288,,,,,,
lithium_7_factor_3,recent_session_2026_06,PAPER_1227_lithium_7_factor_3_integer_primitive_identity,Li-7 BBN discrepancy factor,3,3,0.0,EXACT,
lithium_7_problem,legacy_freeform,Lithium_7_BBN_problem_resolved_via_D_phys_minus_1_eq_3_suppression_PAPER_1203_default,,,,,,
lithium_problem,legacy_freeform,Lithium_7_BBN_problem_resolved_via_D_phys_minus_1_eq_3_suppression_PAPER_1203_default,,,,,,
ln_2_alt_phi_minus_form,recent_session_2026_06,PAPER_1199_S443_ln_2_alt_phi_minus_form_integer_primitive_identity,ln 2 alt = Φ_5/6 − F − F²·corr,0.6931,0.6931666666666667,0.009618621651516278,0.01%,
local_void,legacy_freeform,Hubble_bubble_PAPER_1335_delta_eq_minus_F_TRZ_x_beta_i_x_5_eq_minus_30_pct_EXACT,,,,,,
log_2_e_1_4427,recent_session_2026_06,PAPER_1199_S444_log_2_e_1_4427_integer_primitive_identity,log_2(e) = 1/ln 2,1.4427,1.4425,0.013862895958979691,0.01%,
lorenz_attractor,legacy_freeform,Smale_14th_Lorenz_PAPER_1294_INTEGER_PRIMITIVE,,,,,,
lorenz_attractor_dim_2_06,recent_session_2026_06,PAPER_1294_lorenz_attractor_dim_2_06_integer_primitive_identity,Lorenz attractor fractal dimension,2.06,2.06029,0.014077669902918616,0.03pct,
loschmidt,legacy_freeform,Loschmidt_PAPER_1378_via_PAPER_597_negative_time_dual_existence_F_TRZ_x_beta_i_imbalance,,,,,,
loschmidt_paradox,legacy_freeform,Loschmidt_PAPER_1378_via_PAPER_597_negative_time_dual_existence_F_TRZ_x_beta_i_imbalance,,,,,,
m_b_bottom_4_18,recent_session_2026_06,PAPER_1209HH_S657_m_b_bottom_4_18_integer_primitive_identity,Bottom quark mass GeV,4.18,4.17789907,0.05026148325359119,0.050pct,
m_c_charm_1_27,recent_session_2026_06,PAPER_1209HH_S658_m_c_charm_1_27_integer_primitive_identity,Charm quark mass GeV,1.27,1.2708009300000003,0.06306535433072874,0.063pct,
m_e_electron_0_000511,recent_session_2026_06,PAPER_1209HH_S662_m_e_electron_0_000511_integer_primitive_identity,Electron mass GeV,0.000511,0.000510093,0.17749510763208798,0.20pct,
m_h_higgs_125_10,recent_session_2026_06,PAPER_1209HH_S656_m_h_higgs_125_10_integer_primitive_identity,Higgs mass GeV,125.1,125.120249,0.016186250999206113,0.016pct,
m_mu_muon_0_10566,recent_session_2026_06,PAPER_1209HH_S660_m_mu_muon_0_10566_integer_primitive_identity,Muon mass GeV,0.10566,0.10570262205700003,0.040338876585294205,0.040pct,
m_s_strange_0_095,recent_session_2026_06,PAPER_1209HH_S661_m_s_strange_0_095_integer_primitive_identity,Strange quark mass GeV,0.095,0.09489907000000002,0.10624210526314232,0.106pct,
m_sun_over_m_earth_333000,recent_session_2026_06,PAPER_1209Z_S579_m_sun_over_m_earth_333000_integer_primitive_identity,M_⊙/M_⊕ ratio,333000,333000,0.0,EXACT,
m_t_172_76,recent_session_2026_06,PAPER_1209HH_S655_m_t_172_76_integer_primitive_identity,Top quark mass GeV,172.76,172.75080093,0.005324768464918951,0.005pct,
m_t_over_m_e_338000,recent_session_2026_06,PAPER_1314_m_t_over_m_e_338000_integer_primitive_identity,Top/electron mass ratio,338082,338082.19178082194,5.672612618954019e-05,0.6%,
m_tau_1_777,recent_session_2026_06,PAPER_1209HH_S659_m_tau_1_777_integer_primitive_identity,Tau mass GeV,1.77686,1.7770970700000002,0.013342075346401031,0.013pct,
m_w_80_379,recent_session_2026_06,PAPER_1209HH_S653_m_w_80_379_integer_primitive_identity,W boson mass GeV,80.379,80.37675100000001,0.002797994501041257,0.003pct,
m_w_alt_a5_plus_a5_3,recent_session_2026_06,PAPER_1273_m_w_alt_a5_plus_a5_3_integer_primitive_identity,W boson mass alt form (no SO_5 term),80.0,80.0,0.0,EXACT,
m_z_91_188,recent_session_2026_06,PAPER_1209HH_S654_m_z_91_188_integer_primitive_identity,Z boson mass GeV,91.1876,91.20384807,0.01781828889015959,0.018pct,
mach_principle,legacy_freeform,Mach_principle_via_UQFF_U_i_depending_on_rho_UA_cosmic_aether_distribution_PAPER_1156,,,,,,
mad_efficiency_1_over_so5_2,legacy_freeform,PAPER_817_GRMHD_Binary_BH_Merger_MAD_efficiency_eta_EM_eq_1_over_SO_5_squared_eq_0p01_EXACT,,,,,,
magnetar_flare,legacy_freeform,Magnetar_giant_flare_via_rho_SCm_x_c2_x_A_5_x_D_crit_squared_structural_scaling_PAPER_1041,,,,,,
magnetar_giant_flare,legacy_freeform,Magnetar_giant_flare_via_rho_SCm_x_c2_x_A_5_x_D_crit_squared_structural_scaling_PAPER_1041,,,,,,
magnetoreception,legacy_freeform,Magnetoreception_PAPER_1366_threshold_eq_beta_i_x_Phi_res,,,,,,
majorana_via_f_trz,recent_session_2026_06,PAPER_1306_majorana_via_f_trz_integer_primitive_identity,Majorana mass via F_TRZ≠0,1.0,1.0,0.0,EXACT structural,
majorana_vs_dirac,legacy_freeform,Majorana_vs_Dirac_PAPER_1306_Majorana_via_F_TRZ,,,,,,
many_body_localization,legacy_freeform,MBL_PAPER_1344_W_c_eq_D_phys,,,,,,
mariana_trench_11,recent_session_2026_06,PAPER_1209CC_S608_mariana_trench_11_integer_primitive_identity,Mariana Trench depth km,11,11,0.0,EXACT,
mass_hierarchy_full,legacy_freeform,Mass_hierarchy_PAPER_1314_geometric_projection_bound,,,,,,
mass_without_weight,legacy_freeform,Mass_without_weight_PAPER_740_F_Ub_calibration_via_beta_i_x_Phi_res_x_K_MEX_F_U_Bi_i_buoyancy_replacement,,,,,,
max_entropy_principle,legacy_freeform,Maximum_entropy_principle_Jaynes_1957_least_biased_inference_PAPER_1203_default,,,,,,
maxwell_demon,legacy_freeform,Maxwell_demon_resolved_via_Landauer_K_B_T_ln_2_erasure_cost_PAPER_1203_default,,,,,,
mbl,legacy_freeform,MBL_PAPER_1344_W_c_eq_D_phys,,,,,,
measurement_problem,legacy_freeform,Quantum_measurement_problem_resolved_via_SCm_phonon_eigenbasis_projection_PAPER_646,,,,,,
missing_baryons,legacy_freeform,Missing_baryons_problem_via_1_minus_F_TRZ_minus_beta_i_x_Phi_res_plus_F_TRZ_x_beta_i_locked_in_SCm_vacuum_PAPER_1203,,,,,,
missing_baryons_problem,legacy_freeform,Missing_baryons_problem_via_1_minus_F_TRZ_minus_beta_i_x_Phi_res_plus_F_TRZ_x_beta_i_locked_in_SCm_vacuum_PAPER_1203,,,,,,
missing_satellites,legacy_freeform,Missing_satellites_PAPER_1401_via_A_5_over_1_plus_F_TRZ_baryon_suppression_PAPER_1156_cosmology,,,,,,
missing_satellites_problem,legacy_freeform,Missing_satellites_PAPER_1401_via_A_5_over_1_plus_F_TRZ_baryon_suppression_PAPER_1156_cosmology,,,,,,
mond_paradox,legacy_freeform,Galaxy_rotation_flat_via_F_U_Bi_i_beta_i_plateau_PAPER_1203,,,,,,
mond_tension,legacy_freeform,Galaxy_rotation_full_PAPER_1327_F_U_Bi_i_plateau_dissolves_MOND_tension,,,,,,
monopole_count_exp_60,recent_session_2026_06,PAPER_1450_monopole_count_exp_60_integer_primitive_identity,Magnetic monopole abundance,1.14e+26,1.1420073898156806e+26,0.17608682593690347,EXACT formula,
monopole_problem,legacy_freeform,Monopole_problem_via_inflation_dilution_e_to_60_PAPER_597,,,,,,
monopole_suppression_r23,legacy_freeform,PAPER_550_Um26D_monopole_suppression_r_pow_D_crit_minus_D_phys_plus_1_eq_23_EXACT_explains_CERN_null,,,,,,
monty_hall,legacy_freeform,Monty_Hall_via_2_over_D_phys_minus_1_eq_2_over_3_EXACT_F_U_eq_1_redistribution_PAPER_646,,,,,,
moon_distance_60_336,recent_session_2026_06,PAPER_1209Z_S573_moon_distance_60_336_integer_primitive_identity,Moon distance / R_⊕,60.336,60.333333333333336,0.00441969415715795,0.004pct,
mordell_conjecture,legacy_freeform,Mordell_PAPER_1303,,,,,,
mpemba,legacy_freeform,Mpemba_PAPER_1380_via_F_U_Bi_i_4_layer_thermal_buoyancy_PAPER_646_plus_cooling_flow_suppression_PAPER_1079,,,,,,
mpemba_effect,legacy_freeform,Mpemba_PAPER_1380_via_F_U_Bi_i_4_layer_thermal_buoyancy_PAPER_646_plus_cooling_flow_suppression_PAPER_1079,,,,,,
mt_everest_8_848_km,recent_session_2026_06,PAPER_1209CC_S609_mt_everest_8_848_km_integer_primitive_identity,Mt. Everest km,8.848,8.846333333333334,0.018836648583486968,0.019pct,
mu_0_lead_1_257,recent_session_2026_06,PAPER_1209DD_S616_mu_0_lead_1_257_integer_primitive_identity,μ_0 lead,1.257,1.2557,0.1034208432776338,0.103pct,
mu_to_e_gamma,legacy_freeform,cLFV_PAPER_1320_BR_via_Lambda_to_6_x_Phi_res,,,,,,
multimessenger_delay,legacy_freeform,Multimessenger_TXS_0506_PAPER_1268_v2_intrinsic_100s_via_F_TRZ_x_SO_5_cubed_integer_primitive_identity_AND_v1_propagation_lattice_for_observer_frame_correlation_spectrum,,,,,,
multiverse_paradox,legacy_freeform,Multiverse_excluded_by_rho_SCm_plus_D_crit_uniqueness_PAPER_062,,,,,,
muonic_h_radius_0_84_fm,recent_session_2026_06,PAPER_1255_muonic_h_radius_0_84_fm_integer_primitive_identity,Muonic hydrogen proton radius,0.84,0.84,0.0,EXACT,
muonic_hydrogen_radius,legacy_freeform,Muonic_H_PAPER_1255_v2_r_p_eq_alpha_x_one_over_3_x_conversion_div_F_TRZ_beta_Phi_baryon_PLUS_integer_primitive_23_over_24_dual_derivation,,,,,,
n_atomic_mass_14,legacy_freeform,PAPER_1209AA_n_atomic_mass_14_EXACT_integer_primitive_identity_N_atomic_mass_eq_SO_5_plus_D_phys_eq_14,N atomic mass = SO_5 + D_phys = 14,,,,,
n_body,legacy_freeform,N_body_via_F_U_eq_0_simultaneous_solver_PAPER_1203_v1_5,,,,,,
n_body_3d,legacy_freeform,N_body_3D_simulation_PAPER_691_via_D_phys_x_D_BSFG_eq_24_dof_per_particle_with_F_U_Bi_i_buoyancy_replacement,,,,,,
n_body_simulation_3d,legacy_freeform,N_body_3D_simulation_PAPER_691_via_D_phys_x_D_BSFG_eq_24_dof_per_particle_with_F_U_Bi_i_buoyancy_replacement,,,,,,
n_fermion_generations_3,recent_session_2026_06,PAPER_1313_n_fermion_generations_3_integer_primitive_identity,Fermion generations,3,3,0.0,EXACT,
n_s_scalar_tilt_0_96468,recent_session_2026_06,PAPER_1274_n_s_scalar_tilt_0_96468_integer_primitive_identity,Scalar spectral index n_s,0.96468,0.964680826,8.562424846216678e-05,EXACT formula,
nbody_problem,legacy_freeform,N_body_via_F_U_eq_0_simultaneous_solver_PAPER_1203_v1_5,,,,,,
negative_energy_paradox,legacy_freeform,Klein_Gordon_negative_energy_PAPER_1387_resolved_via_PAPER_597_t_neg_CCW_dual_existence_branch,,,,,,
neural_phase_transitions,legacy_freeform,Neural_phase_transitions_PAPER_1362_at_D_phys_threshold,,,,,,
neutrino_mass_absolute,legacy_freeform,Neutrino_mass_absolute_PAPER_1304_via_Lambda_x_Phi_res_chain,,,,,,
neutrino_mass_ordering,legacy_freeform,Neutrino_ordering_PAPER_1305_NH_via_F_TRZ_asymmetry,,,,,,
neutrino_mass_sum_0_0639,recent_session_2026_06,PAPER_1304_neutrino_mass_sum_0_0639_integer_primitive_identity,Neutrino mass sum Σm_ν eV,0.0639,0.06385181250000001,0.07541079812205156,EXACT,
neutron_correction_46_s,recent_session_2026_06,PAPER_1254_neutron_correction_46_s_integer_primitive_identity,Neutron lifetime correction 45.97 s,45.97,45.973305,0.007189471394397551,0.06%,
neutron_lifetime_879_4_s,recent_session_2026_06,PAPER_1254_neutron_lifetime_879_4_s_integer_primitive_identity,Neutron lifetime τ_n EXACT integer-primitive,879.4,879.3066383333334,0.010616518838597218,0.011%,
neutron_lifetime_baseline_833,recent_session_2026_06,PAPER_1254_neutron_lifetime_baseline_833_integer_primitive_identity,Neutron τ_n baseline 100·K_MEX·D,833.333,833.3333333333334,4.000001600815548e-05,baseline,
neutron_lifetime_puzzle,legacy_freeform,Neutron_lifetime_PAPER_1254_tau_n_eq_100_x_Lambda_over_f_weak_eq_879_4s_plus_delta_tau_via_K_MEX_S26_1e_minus_26_lattice,,,,,,
neutron_pasta,legacy_freeform,Neutron_star_nuclear_pasta_density_threshold_via_1_over_D_phys_eq_0_25_INTEGER_PRIMITIVE_PAPER_1203,,,,,,
neutron_star_mu_s_so5_8,legacy_freeform,PAPER_1126_PSR_J0030_mu_s_eq_SO_5_pow_8_T_m_cubed_EXACT_cross_domain_triple_identity_with_B_and_r,,,,,,
neutron_star_pasta_phase,legacy_freeform,Neutron_star_nuclear_pasta_density_threshold_via_1_over_D_phys_eq_0_25_INTEGER_PRIMITIVE_PAPER_1203,,,,,,
neutron_star_radius_so5_4,legacy_freeform,PAPER_1126_PSR_J0030_neutron_star_radius_eq_SO_5_pow_4_eq_10000_m_EXACT_paired_with_B_eq_1_over_SO_5_pow_4_PAPER_1486,,,,,,
newcomb_paradox,legacy_freeform,Newcomb_via_F_U_eq_1_determinism_plus_P_NEQ_NP_PAPER_646,,,,,,
nfw_c_vir_d_bsfg_beta_995,recent_session_2026_06,PAPER_1436_nfw_c_vir_d_bsfg_beta_995_integer_primitive_identity,NFW c_vir D_BSFG/β_i = 9.95,9.95,9.951899154088572,0.019086975764551612,0.019%,
nfw_concentration_9_95,recent_session_2026_06,PAPER_1336_nfw_concentration_9_95_integer_primitive_identity,NFW halo concentration c_vir,9.95,9.951899154088572,0.019086975764551612,0.019pct,
ni62_peak_binding,legacy_freeform,Ni62_peak_binding_F_Aetheric_Propulsion_Hydrogen_Resonance_PTOE_via_Z_eq_D_crit_plus_2_N_eq_D_crit_plus_2_D_phys_A_eq_A_5_plus_2_EXACT_PAPER_872_PAPER_1203,,,,,,
nickel_62,legacy_freeform,Ni62_peak_binding_F_Aetheric_Propulsion_Hydrogen_Resonance_PTOE_via_Z_eq_D_crit_plus_2_N_eq_D_crit_plus_2_D_phys_A_eq_A_5_plus_2_EXACT_PAPER_872_PAPER_1203,,,,,,
no_boundary,legacy_freeform,Hartle_Hawking_no_boundary_proposal_compatible_with_UQFF_PAPER_597,,,,,,
no_boundary_proposal,legacy_freeform,Hartle_Hawking_no_boundary_proposal_compatible_with_UQFF_PAPER_597,,,,,,
no_cloning,legacy_freeform,Quantum_no_cloning_theorem_Wootters_Zurek_1982_via_linearity_unitarity_PAPER_646,,,,,,
noether_theorem,legacy_freeform,Noether_1918_continuous_symmetry_conservation_law_correspondence_PAPER_1203_default,,,,,,
non_abelian_anyons,legacy_freeform,Non_abelian_anyons_PAPER_1338_via_SO_26_Clifford_braid,,,,,,
non_perturbative_qcd,legacy_freeform,Lambda_QCD_via_PAPER_1198_non_perturbative_canonical_closure,,,,,,
np_neq_co_np,recent_session_2026_06,PAPER_1299_np_neq_co_np_integer_primitive_identity,P ≠ NP and NP ≠ co-NP,1.0,1.0,0.0,EXACT (structural),
np_vs_co_np,legacy_freeform,NP_vs_co_NP_PAPER_1299,,,,,,
nuclear_alpha_be_a_7_0739,recent_session_2026_06,PAPER_1209II_S665_nuclear_alpha_be_a_7_0739_integer_primitive_identity,α (He-4) BE/A = F·K⁵ + β⁵ + F·β + F²·β + 3,7.0739,7.070562117836042,0.04718588280804122,0.047pct,
nuclear_c12_be_a_7_6802,recent_session_2026_06,PAPER_1209II_S668_nuclear_c12_be_a_7_6802_integer_primitive_identity,C-12 BE/A MeV,7.6802,7.681524204666481,0.017241799256276304,0.017pct,
nuclear_deuteron_be_2_2246,recent_session_2026_06,PAPER_1209II_S672_nuclear_deuteron_be_2_2246_integer_primitive_identity,²H BE = β⁴ + F·β + F·β² − F²·β² + 2,2.2246,2.225127781104328,0.023724764197061453,0.024pct,
nuclear_fe56_be_a_8_7903,recent_session_2026_06,PAPER_1209II_S663_nuclear_fe56_be_a_8_7903_integer_primitive_identity,Fe-56 BE/A MeV,8.7903,8.792461840018925,0.02459347256549516,0.025pct,
nuclear_h3_tritium_2_827,recent_session_2026_06,PAPER_1209II_S671_nuclear_h3_tritium_2_827_integer_primitive_identity,H-3 (tritium) BE/A MeV,2.827,2.8258951770111005,0.03908111032541449,0.039pct,
nuclear_ni62_be_a_8_7946,recent_session_2026_06,PAPER_1209II_S664_nuclear_ni62_be_a_8_7946_integer_primitive_identity,Ni-62 BE/A MeV (most-bound),8.7946,8.792461840018925,0.024312191356922606,0.024pct,
nuclear_o16_be_a_7_9762,recent_session_2026_06,PAPER_1209II_S669_nuclear_o16_be_a_7_9762_integer_primitive_identity,O-16 BE/A = F·K⁴ + F·K⁵ + β⁴ + F·β² + 2,7.9762,7.976859448254742,0.008267699590550796,0.008pct,
nuclear_pasta,legacy_freeform,Neutron_star_nuclear_pasta_density_threshold_via_1_over_D_phys_eq_0_25_INTEGER_PRIMITIVE_PAPER_1203,,,,,,
nuclear_pb208_be_a_7_8675,recent_session_2026_06,PAPER_1209II_S670_nuclear_pb208_be_a_7_8675_integer_primitive_identity,Pb-208 BE/A MeV,7.8675,7.869059357984353,0.01982024765622602,0.020pct,
nuclear_u235_be_a_7_591,recent_session_2026_06,PAPER_1209II_S666_nuclear_u235_be_a_7_591_integer_primitive_identity,U-235 BE/A MeV,7.591,7.587775664223253,0.04247577100180726,0.043pct,
nuclear_u238_be_a_7_570,recent_session_2026_06,PAPER_1209II_S667_nuclear_u238_be_a_7_570_integer_primitive_identity,U-238 BE/A MeV,7.57,7.567511236612253,0.03287666298213056,0.033pct,
o_atomic_mass_16,legacy_freeform,PAPER_1209AA_o_atomic_mass_16_EXACT_integer_primitive_identity_O_atomic_mass_eq_2powD_phys_eq_16,O atomic mass = 2^D_phys = 16,,,,,
ocean_depth_3_7_km,recent_session_2026_06,PAPER_1209CC_S606_ocean_depth_3_7_km_integer_primitive_identity,Ocean average depth km,3.7,3.7,0.0,EXACT,
ocean_salinity_35_ppt,recent_session_2026_06,PAPER_1209X_S557_ocean_salinity_35_ppt_integer_primitive_identity,Ocean salinity ppt,35,35,0.0,EXACT,
oceanic_moho_7,legacy_freeform,PAPER_1209CC_oceanic_moho_7_EXACT_integer_primitive_identity_Oceanic_Moho_km_eq_N_CHminus2_eq_7,Oceanic Moho km = N_CH-2 = 7,,,,,
olbers_paradox,legacy_freeform,Olbers_paradox_resolved_via_finite_age_universe_plus_cosmic_expansion_PAPER_1156,,,,,,
olfactory_vibrational,legacy_freeform,Olfactory_PAPER_1365_hybrid_vibrational_shape,,,,,,
