observable,domain,owner_geometry,target_geometry,owner_formula,owner_value,target,primary_source,primitives_used,route_status,route_formula,route_paper
SM_eta_gamma_gamma_BR,SM,dpm,qcalcgeom,BR(eta->gg) = SO_5*K_MEX + SO_5 + N_CH - F_TRZ - F_TRZ*K_MEX - F_TRZ*Phi_res,39.44166666666666,39.4,PAPER_1209HH,N_CH;SO_5;F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,"BR(eta->gg) = SO_5*K_MEX + SO_5 + N_CH - F_TRZ - F_TRZ*K_MEX - F_TRZ*Phi_res || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
SM_eta_gamma_gamma_BR,SM,dpm,bsfg,BR(eta->gg) = SO_5*K_MEX + SO_5 + N_CH - F_TRZ - F_TRZ*K_MEX - F_TRZ*Phi_res,39.44166666666666,39.4,PAPER_1209HH,N_CH;SO_5;F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,BR(eta->gg) = SO_5*K_MEX + SO_5 + N_CH - F_TRZ - F_TRZ*K_MEX - F_TRZ*Phi_res || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_eta_gamma_gamma_BR,SM,dpm,d26,BR(eta->gg) = SO_5*K_MEX + SO_5 + N_CH - F_TRZ - F_TRZ*K_MEX - F_TRZ*Phi_res,39.44166666666666,39.4,PAPER_1209HH,N_CH;SO_5;F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,"BR(eta->gg) = SO_5*K_MEX + SO_5 + N_CH - F_TRZ - F_TRZ*K_MEX - F_TRZ*Phi_res || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
SM_generation_count,SM,dpm,qcalcgeom,n_gen = floor(log(1/2)/log(Phi_res_5_6)) = 3,3,3,PAPER_1167,PHI_RES,XGEO_ROUTED_IDENTITY,"RECOVERED: n_gen = floor(log(1/2)/log(Phi_5/6)) = 3 EXACT (Phi_5/6^3=0.579>0.5 stable, Phi_5/6^4=0.482<0.5 decouples) || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;_session324_sm_generations.py;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
SM_generation_count,SM,dpm,bsfg,n_gen = floor(log(1/2)/log(Phi_res_5_6)) = 3,3,3,PAPER_1167,PHI_RES,XGEO_ROUTED_IDENTITY,n_gen = floor(log(1/2)/log(Phi_res_5_6)) = 3 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1167;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_generation_count,SM,dpm,d26,n_gen = floor(log(1/2)/log(Phi_res_5_6)) = 3,3,3,PAPER_1167,PHI_RES,XGEO_ROUTED_IDENTITY,n_gen = floor(log(1/2)/log(Phi_res_5_6)) = 3 || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1167;PAPER_1927
SM_higgs_lambda_S377,SM,dpm,qcalcgeom,lambda_H = F_TRZ*K_MEX*SSQ + F_TRZ^3*K_MEX*N_CH*SSQ,0.1294375,0.1293,PAPER_1209HH,N_CH;F_TRZ;SSQ;K_MEX,XGEO_INDEPENDENT,INDEPENDENT: lambda_H = F_TRZ + F_TRZ^2*K_MEX + F_TRZ^2 - F_TRZ^3 = 0.129833 (S441 variant) — F_TRZ-ladder form -> qcalcgeom per LEADING-PRIMITIVE GEOMETRY RULE (Daniel standing ruling 2026-07-24),S441;PAPER_2131
SM_higgs_lambda_S377,SM,dpm,bsfg,lambda_H = F_TRZ*K_MEX*SSQ + F_TRZ^3*K_MEX*N_CH*SSQ,0.1294375,0.1293,PAPER_1209HH,N_CH;F_TRZ;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,lambda_H = F_TRZ*K_MEX*SSQ + F_TRZ^3*K_MEX*N_CH*SSQ || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_higgs_lambda_S377,SM,dpm,d26,lambda_H = F_TRZ*K_MEX*SSQ + F_TRZ^3*K_MEX*N_CH*SSQ,0.1294375,0.1293,PAPER_1209HH,N_CH;F_TRZ;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,"lambda_H = F_TRZ*K_MEX*SSQ + F_TRZ^3*K_MEX*N_CH*SSQ || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
SM_higgs_lambda_S441,SM,dpm,qcalcgeom,lambda_H = F_TRZ + F_TRZ^2*K_MEX + F_TRZ^2 - F_TRZ^3,0.12983333333333336,0.13,PAPER_1209HH,F_TRZ;K_MEX,XGEO_INDEPENDENT,INDEPENDENT: lambda_H = F_TRZ*K_MEX*SSq + F_TRZ^3*K_MEX*N_CH*SSq = 0.1294375 (S377 kernel form) — kernel-K form -> qcalcgeom per LEADING-PRIMITIVE GEOMETRY RULE (Daniel standing ruling 2026-07-24),S377;PAPER_2131
SM_higgs_lambda_S441,SM,dpm,bsfg,lambda_H = F_TRZ + F_TRZ^2*K_MEX + F_TRZ^2 - F_TRZ^3,0.12983333333333336,0.13,PAPER_1209HH,F_TRZ;K_MEX,XGEO_ROUTED_IDENTITY,lambda_H = F_TRZ + F_TRZ^2*K_MEX + F_TRZ^2 - F_TRZ^3 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_higgs_lambda_S441,SM,dpm,d26,lambda_H = F_TRZ + F_TRZ^2*K_MEX + F_TRZ^2 - F_TRZ^3,0.12983333333333336,0.13,PAPER_1209HH,F_TRZ;K_MEX,XGEO_ROUTED_IDENTITY,"lambda_H = F_TRZ + F_TRZ^2*K_MEX + F_TRZ^2 - F_TRZ^3 || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
SM_jarlskog_J,SM,dpm,qcalcgeom,J_CP = F_TRZ^5 * D_BSFG * SSQ * (1 - F_TRZ * K_MEX * SSQ),3.0138750000000003e-05,3e-05,PAPER_1209HH,D_BSFG;F_TRZ;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,"J_CP = F_TRZ^5 * D_BSFG * SSQ * (1 - F_TRZ * K_MEX * SSQ) || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
SM_jarlskog_J,SM,dpm,bsfg,J_CP = F_TRZ^5 * D_BSFG * SSQ * (1 - F_TRZ * K_MEX * SSQ),3.0138750000000003e-05,3e-05,PAPER_1209HH,D_BSFG;F_TRZ;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,J_CP = F_TRZ^5 * D_BSFG * SSQ * (1 - F_TRZ * K_MEX * SSQ) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_jarlskog_J,SM,dpm,d26,J_CP = F_TRZ^5 * D_BSFG * SSQ * (1 - F_TRZ * K_MEX * SSQ),3.0138750000000003e-05,3e-05,PAPER_1209HH,D_BSFG;F_TRZ;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,"J_CP = F_TRZ^5 * D_BSFG * SSQ * (1 - F_TRZ * K_MEX * SSQ) || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
SM_mH_over_mt,SM,dpm,qcalcgeom,m_H/m_t = beta_i + F_TRZ*K_MEX*SSQ,0.72165,0.7252880884822515,PAPER_1209HH,F_TRZ;SSQ;BETA_I;K_MEX,XGEO_ROUTED_IDENTITY,"m_H/m_t = beta_i + F_TRZ*K_MEX*SSQ || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
SM_mH_over_mt,SM,dpm,bsfg,m_H/m_t = beta_i + F_TRZ*K_MEX*SSQ,0.72165,0.7252880884822515,PAPER_1209HH,F_TRZ;SSQ;BETA_I;K_MEX,XGEO_ROUTED_IDENTITY,m_H/m_t = beta_i + F_TRZ*K_MEX*SSQ || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_mH_over_mt,SM,dpm,d26,m_H/m_t = beta_i + F_TRZ*K_MEX*SSQ,0.72165,0.7252880884822515,PAPER_1209HH,F_TRZ;SSQ;BETA_I;K_MEX,XGEO_ROUTED_IDENTITY,"m_H/m_t = beta_i + F_TRZ*K_MEX*SSQ || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
SM_mt_over_mW,SM,dpm,qcalcgeom,m_t/m_W = K_MEX + F_TRZ*SSQ + F_TRZ^2*Phi_res,2.1486666666666667,2.1485001928412357,PAPER_1209HH,F_TRZ;PHI_RES;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,"m_t/m_W = K_MEX + F_TRZ*SSQ + F_TRZ^2*Phi_res || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
SM_mt_over_mW,SM,dpm,bsfg,m_t/m_W = K_MEX + F_TRZ*SSQ + F_TRZ^2*Phi_res,2.1486666666666667,2.1485001928412357,PAPER_1209HH,F_TRZ;PHI_RES;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,m_t/m_W = K_MEX + F_TRZ*SSQ + F_TRZ^2*Phi_res || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_mt_over_mW,SM,dpm,d26,m_t/m_W = K_MEX + F_TRZ*SSQ + F_TRZ^2*Phi_res,2.1486666666666667,2.1485001928412357,PAPER_1209HH,F_TRZ;PHI_RES;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,"m_t/m_W = K_MEX + F_TRZ*SSQ + F_TRZ^2*Phi_res || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
SM_proton_g_factor,SM,bsfg,qcalcgeom,g_p = D_BSFG - Phi_res + F_TRZ*D_PHYS,5.566666666666667,5.5857,PAPER_1209HH,D_PHYS;D_BSFG;F_TRZ;PHI_RES,XGEO_ROUTED_IDENTITY,"g_p = D_BSFG - Phi_res + F_TRZ*D_PHYS || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
SM_proton_g_factor,SM,bsfg,dpm,g_p = D_BSFG - Phi_res + F_TRZ*D_PHYS,5.566666666666667,5.5857,PAPER_1209HH,D_PHYS;D_BSFG;F_TRZ;PHI_RES,XGEO_ROUTED_IDENTITY,"g_p = D_BSFG - Phi_res + F_TRZ*D_PHYS || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1209HH;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_proton_g_factor,SM,bsfg,d26,g_p = D_BSFG - Phi_res + F_TRZ*D_PHYS,5.566666666666667,5.5857,PAPER_1209HH,D_PHYS;D_BSFG;F_TRZ;PHI_RES,XGEO_ROUTED_IDENTITY,"g_p = D_BSFG - Phi_res + F_TRZ*D_PHYS || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
SM_theta_23_atm,SM,dpm,qcalcgeom,sin^2(theta_23) = SSQ * (1 - F_TRZ^2 * D_PHYS),0.5471999999999999,0.55,PAPER_1209HH,D_PHYS;F_TRZ;SSQ,XGEO_ROUTED_IDENTITY,"sin^2(theta_23) = SSQ * (1 - F_TRZ^2 * D_PHYS) || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
SM_theta_23_atm,SM,dpm,bsfg,sin^2(theta_23) = SSQ * (1 - F_TRZ^2 * D_PHYS),0.5471999999999999,0.55,PAPER_1209HH,D_PHYS;F_TRZ;SSQ,XGEO_ROUTED_IDENTITY,sin^2(theta_23) = SSQ * (1 - F_TRZ^2 * D_PHYS) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_theta_23_atm,SM,dpm,d26,sin^2(theta_23) = SSQ * (1 - F_TRZ^2 * D_PHYS),0.5471999999999999,0.55,PAPER_1209HH,D_PHYS;F_TRZ;SSQ,XGEO_ROUTED_IDENTITY,sin^2(theta_23) = SSQ * (1 - F_TRZ^2 * D_PHYS) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1927
SM_top_yukawa_S376,SM,dpm,qcalcgeom,y_t = 1 - F_TRZ^2 (at m_t scale),0.99,0.9936,PAPER_1209HH,F_TRZ,XGEO_INDEPENDENT,"INDEPENDENT: y_t = Phi_res + F_TRZ + F_TRZ^2 - F_TRZ^3*K_MEX = 0.94125 (S440 variant, own target 0.94, 0.13%) — Phi/F_TRZ F_U-machinery form -> qcalcgeom per LEADING-PRIMITIVE GEOMETRY RULE (Daniel standing ruling 2026-07-24)",S440;PAPER_2131
SM_top_yukawa_S376,SM,dpm,bsfg,y_t = 1 - F_TRZ^2 (at m_t scale),0.99,0.9936,PAPER_1209HH,F_TRZ,XGEO_ROUTED_IDENTITY,y_t = 1 - F_TRZ^2 (at m_t scale) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_top_yukawa_S376,SM,dpm,d26,y_t = 1 - F_TRZ^2 (at m_t scale),0.99,0.9936,PAPER_1209HH,F_TRZ,XGEO_ROUTED_IDENTITY,y_t = 1 - F_TRZ^2 (at m_t scale) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1927
SM_top_yukawa_S440,SM,dpm,qcalcgeom,y_t = Phi_res + F_TRZ + F_TRZ^2 - F_TRZ^3*K_MEX,0.94125,0.94,PAPER_1209HH,F_TRZ;PHI_RES;K_MEX,XGEO_INDEPENDENT,"INDEPENDENT: y_t = 1 - F_TRZ^2 = 0.99 (S376 form, its target 0.9936, 0.36%) — F_TRZ form -> qcalcgeom per LEADING-PRIMITIVE GEOMETRY RULE (Daniel standing ruling 2026-07-24)",S376;PAPER_2131
SM_top_yukawa_S440,SM,dpm,bsfg,y_t = Phi_res + F_TRZ + F_TRZ^2 - F_TRZ^3*K_MEX,0.94125,0.94,PAPER_1209HH,F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,y_t = Phi_res + F_TRZ + F_TRZ^2 - F_TRZ^3*K_MEX || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
SM_top_yukawa_S440,SM,dpm,d26,y_t = Phi_res + F_TRZ + F_TRZ^2 - F_TRZ^3*K_MEX,0.94125,0.94,PAPER_1209HH,F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,"y_t = Phi_res + F_TRZ + F_TRZ^2 - F_TRZ^3*K_MEX || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1209HH;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
