file,line,primitive,raw_value,literal_form,scope
_session699_3loop_tail_bound.py,35,D_CRIT,26,26,module
_session699_3loop_tail_bound.py,36,N_CH,9,9,module
_session699_3loop_tail_bound.py,37,ORD_SO5,10,10,module
_session700_alpha_chain_convergence.py,43,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session700_alpha_chain_convergence.py,44,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session700_alpha_chain_convergence.py,45,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session700_alpha_chain_convergence.py,46,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session700_alpha_chain_convergence.py,47,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session700_alpha_chain_convergence.py,48,D_PHYS,4,4,module
_session700_alpha_chain_convergence.py,49,D_BSFG,6,6,module
_session700_alpha_chain_convergence.py,50,D_CRIT,26,26,module
_session700_alpha_chain_convergence.py,51,N_CH,9,9,module
_session700_alpha_chain_convergence.py,52,ORD_SO5,10,10,module
_session701_c_tree_derivation.py,36,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session701_c_tree_derivation.py,37,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session701_c_tree_derivation.py,38,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session701_c_tree_derivation.py,39,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session701_c_tree_derivation.py,40,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session701_c_tree_derivation.py,41,D_PHYS,4,4,module
_session701_c_tree_derivation.py,42,D_BSFG,6,6,module
_session701_c_tree_derivation.py,43,D_CRIT,26,26,module
_session701_c_tree_derivation.py,44,N_CH,9,9,module
_session701_c_tree_derivation.py,45,ORD_SO5,10,10,module
_session701_c_tree_derivation.py,52,V_SCM,1.0e8,100000000.0,module
_session702_c_tree_layered_dpm.py,44,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session702_c_tree_layered_dpm.py,45,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session702_c_tree_layered_dpm.py,46,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session702_c_tree_layered_dpm.py,47,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session702_c_tree_layered_dpm.py,48,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session702_c_tree_layered_dpm.py,49,D_PHYS,4,4,module
_session702_c_tree_layered_dpm.py,50,D_BSFG,6,6,module
_session702_c_tree_layered_dpm.py,51,D_CRIT,26,26,module
_session702_c_tree_layered_dpm.py,52,N_CH,9,9,module
_session702_c_tree_layered_dpm.py,53,ORD_SO5,10,10,module
_session702_c_tree_layered_dpm.py,60,V_SCM,1.0e8,100000000.0,module
_session703_c_2loop_coefficient.py,53,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session703_c_2loop_coefficient.py,54,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session703_c_2loop_coefficient.py,55,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session703_c_2loop_coefficient.py,56,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session703_c_2loop_coefficient.py,57,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session703_c_2loop_coefficient.py,58,D_PHYS,4,4,module
_session703_c_2loop_coefficient.py,59,D_BSFG,6,6,module
_session703_c_2loop_coefficient.py,60,D_CRIT,26,26,module
_session703_c_2loop_coefficient.py,61,N_CH,9,9,module
_session703_c_2loop_coefficient.py,62,ORD_SO5,10,10,module
_session703_c_2loop_coefficient.py,90,V_SCM,1.0e8,100000000.0,module
_session704_c_3loop_tail_bound.py,35,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session704_c_3loop_tail_bound.py,36,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session704_c_3loop_tail_bound.py,37,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session704_c_3loop_tail_bound.py,38,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session704_c_3loop_tail_bound.py,39,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session704_c_3loop_tail_bound.py,40,D_PHYS,4,4,module
_session704_c_3loop_tail_bound.py,41,D_BSFG,6,6,module
_session704_c_3loop_tail_bound.py,42,D_CRIT,26,26,module
_session704_c_3loop_tail_bound.py,43,N_CH,9,9,module
_session704_c_3loop_tail_bound.py,44,ORD_SO5,10,10,module
_session704_c_3loop_tail_bound.py,72,V_SCM,1.0e8,100000000.0,module
_session705_universal_loop_factorial_rule.py,30,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session705_universal_loop_factorial_rule.py,31,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session705_universal_loop_factorial_rule.py,32,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session705_universal_loop_factorial_rule.py,33,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session705_universal_loop_factorial_rule.py,34,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session705_universal_loop_factorial_rule.py,35,D_PHYS,4,4,module
_session705_universal_loop_factorial_rule.py,36,D_BSFG,6,6,module
_session705_universal_loop_factorial_rule.py,37,D_CRIT,26,26,module
_session705_universal_loop_factorial_rule.py,38,N_CH,9,9,module
_session706_loop_factorial_n4.py,38,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session706_loop_factorial_n4.py,39,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session706_loop_factorial_n4.py,40,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session706_loop_factorial_n4.py,41,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session706_loop_factorial_n4.py,42,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session706_loop_factorial_n4.py,43,D_PHYS,4,4,module
_session706_loop_factorial_n4.py,44,D_BSFG,6,6,module
_session706_loop_factorial_n4.py,45,D_CRIT,26,26,module
_session706_loop_factorial_n4.py,46,N_CH,9,9,module
_session707_so2_dpm_geometric_phase.py,33,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session707_so2_dpm_geometric_phase.py,34,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session707_so2_dpm_geometric_phase.py,35,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session707_so2_dpm_geometric_phase.py,36,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session707_so2_dpm_geometric_phase.py,37,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session707_so2_dpm_geometric_phase.py,38,D_PHYS,4,4,module
_session707_so2_dpm_geometric_phase.py,39,D_BSFG,6,6,module
_session707_so2_dpm_geometric_phase.py,40,D_CRIT,26,26,module
_session707_so2_dpm_geometric_phase.py,41,N_CH,9,9,module
_session708_so2_dpm_rank_refined.py,38,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session708_so2_dpm_rank_refined.py,39,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session708_so2_dpm_rank_refined.py,40,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session708_so2_dpm_rank_refined.py,41,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session708_so2_dpm_rank_refined.py,42,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session708_so2_dpm_rank_refined.py,43,D_PHYS,4,4,module
_session708_so2_dpm_rank_refined.py,44,D_BSFG,6,6,module
_session708_so2_dpm_rank_refined.py,45,D_CRIT,26,26,module
_session708_so2_dpm_rank_refined.py,46,N_CH,9,9,module
_session709_mu_chain_opening.py,40,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session709_mu_chain_opening.py,41,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session709_mu_chain_opening.py,42,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session709_mu_chain_opening.py,43,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session709_mu_chain_opening.py,44,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session709_mu_chain_opening.py,45,D_PHYS,4,4,module
_session709_mu_chain_opening.py,46,D_BSFG,6,6,module
_session709_mu_chain_opening.py,47,D_CRIT,26,26,module
_session709_mu_chain_opening.py,48,N_CH,9,9,module
_session710_mu_2loop.py,47,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session710_mu_2loop.py,48,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session710_mu_2loop.py,49,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session710_mu_2loop.py,50,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session710_mu_2loop.py,51,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session710_mu_2loop.py,52,D_PHYS,4,4,module
_session710_mu_2loop.py,53,D_BSFG,6,6,module
_session710_mu_2loop.py,54,D_CRIT,26,26,module
_session710_mu_2loop.py,55,N_CH,9,9,module
_session711_mu_3loop_finite_polynomial.py,52,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session711_mu_3loop_finite_polynomial.py,53,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session711_mu_3loop_finite_polynomial.py,54,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session711_mu_3loop_finite_polynomial.py,55,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session711_mu_3loop_finite_polynomial.py,56,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session711_mu_3loop_finite_polynomial.py,57,D_PHYS,4,4,module
_session711_mu_3loop_finite_polynomial.py,58,D_BSFG,6,6,module
_session711_mu_3loop_finite_polynomial.py,59,D_CRIT,26,26,module
_session711_mu_3loop_finite_polynomial.py,60,N_CH,9,9,module
_session712_mu_4loop_termination_test.py,26,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session712_mu_4loop_termination_test.py,27,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session712_mu_4loop_termination_test.py,28,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session712_mu_4loop_termination_test.py,29,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session712_mu_4loop_termination_test.py,30,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session712_mu_4loop_termination_test.py,31,D_PHYS,4,4,module
_session712_mu_4loop_termination_test.py,32,D_BSFG,6,6,module
_session712_mu_4loop_termination_test.py,33,D_CRIT,26,26,module
_session712_mu_4loop_termination_test.py,34,N_CH,9,9,module
_session713_alpha_4loop_borel_test.py,25,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session713_alpha_4loop_borel_test.py,26,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session713_alpha_4loop_borel_test.py,27,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session713_alpha_4loop_borel_test.py,28,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session713_alpha_4loop_borel_test.py,29,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session713_alpha_4loop_borel_test.py,30,D_PHYS,4,4,module
_session713_alpha_4loop_borel_test.py,31,D_BSFG,6,6,module
_session713_alpha_4loop_borel_test.py,32,D_CRIT,26,26,module
_session713_alpha_4loop_borel_test.py,33,N_CH,9,9,module
_session713_alpha_4loop_borel_test.py,34,ORD_SO5,10,10,module
_session714_alpha_c3_locked_candidate_hunt.py,33,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session714_alpha_c3_locked_candidate_hunt.py,34,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session714_alpha_c3_locked_candidate_hunt.py,35,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session714_alpha_c3_locked_candidate_hunt.py,36,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session714_alpha_c3_locked_candidate_hunt.py,37,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session714_alpha_c3_locked_candidate_hunt.py,38,D_PHYS,4,4,module
_session714_alpha_c3_locked_candidate_hunt.py,39,D_BSFG,6,6,module
_session714_alpha_c3_locked_candidate_hunt.py,40,D_CRIT,26,26,module
_session714_alpha_c3_locked_candidate_hunt.py,41,N_CH,9,9,module
_session714_alpha_c3_locked_candidate_hunt.py,42,ORD_SO5,10,10,module
_session715_alpha_4loop_locked_candidate.py,29,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session715_alpha_4loop_locked_candidate.py,30,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session715_alpha_4loop_locked_candidate.py,31,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session715_alpha_4loop_locked_candidate.py,32,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session715_alpha_4loop_locked_candidate.py,33,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session715_alpha_4loop_locked_candidate.py,34,D_PHYS,4,4,module
_session715_alpha_4loop_locked_candidate.py,35,D_BSFG,6,6,module
_session715_alpha_4loop_locked_candidate.py,36,D_CRIT,26,26,module
_session715_alpha_4loop_locked_candidate.py,37,N_CH,9,9,module
_session715_alpha_4loop_locked_candidate.py,38,ORD_SO5,10,10,module
_session716_mu_5loop_ratio_rule_validation.py,31,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session716_mu_5loop_ratio_rule_validation.py,32,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session716_mu_5loop_ratio_rule_validation.py,33,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session716_mu_5loop_ratio_rule_validation.py,34,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session716_mu_5loop_ratio_rule_validation.py,35,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session716_mu_5loop_ratio_rule_validation.py,36,D_PHYS,4,4,module
_session716_mu_5loop_ratio_rule_validation.py,37,D_BSFG,6,6,module
_session716_mu_5loop_ratio_rule_validation.py,38,D_CRIT,26,26,module
_session716_mu_5loop_ratio_rule_validation.py,39,N_CH,9,9,module
_session717_alpha_class_universality_test.py,38,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session717_alpha_class_universality_test.py,39,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session717_alpha_class_universality_test.py,40,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session717_alpha_class_universality_test.py,41,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session717_alpha_class_universality_test.py,42,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session717_alpha_class_universality_test.py,43,D_PHYS,4,4,module
_session717_alpha_class_universality_test.py,44,D_BSFG,6,6,module
_session717_alpha_class_universality_test.py,45,D_CRIT,26,26,module
_session717_alpha_class_universality_test.py,46,N_CH,9,9,module
_session718_c_chain_class_assignment.py,43,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session718_c_chain_class_assignment.py,44,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session718_c_chain_class_assignment.py,45,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session718_c_chain_class_assignment.py,46,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session718_c_chain_class_assignment.py,47,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session718_c_chain_class_assignment.py,48,D_PHYS,4,4,module
_session718_c_chain_class_assignment.py,49,D_BSFG,6,6,module
_session718_c_chain_class_assignment.py,50,D_CRIT,26,26,module
_session718_c_chain_class_assignment.py,51,N_CH,9,9,module
_session719_hbar_dimensional_class_probe.py,22,F_TRZ,"1/10, Phi_res=5/6, SSq=57/100, K_Mex=25/12, beta_i=6029/10000,","1/10, Phi_res=5/6, SSq=57/100, K_Mex=25/12, beta_i=6029/10000",class_or_func
_session719_hbar_dimensional_class_probe.py,23,D_PHYS,"4, D_BSFG=6, D_crit=26, N_ch=9, SO5_order=10, A_5=60.","4, D_BSFG=6, D_crit=26, N_ch=9, SO5_order=10, A_5=60.",class_or_func
_session719_hbar_dimensional_class_probe.py,35,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session719_hbar_dimensional_class_probe.py,36,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session719_hbar_dimensional_class_probe.py,37,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session719_hbar_dimensional_class_probe.py,38,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session719_hbar_dimensional_class_probe.py,39,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session719_hbar_dimensional_class_probe.py,40,D_PHYS,4,4,module
_session719_hbar_dimensional_class_probe.py,41,D_BSFG,6,6,module
_session719_hbar_dimensional_class_probe.py,42,D_CRIT,26,26,module
_session719_hbar_dimensional_class_probe.py,43,N_CH,9,9,module
_session719_hbar_dimensional_class_probe.py,55,V_SCM,1.0e8,100000000.0,module
_session719_hbar_dimensional_class_probe.py,56,RHO_VAC_SCM,7.09e-37,7.09e-37,module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,29,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,30,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,31,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,32,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,33,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,34,D_PHYS,4,4,module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,35,D_BSFG,6,6,module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,36,D_CRIT,26,26,module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,37,N_CH,9,9,module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,47,V_SCM,1.0e8,100000000.0,module
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,48,RHO_VAC_SCM,7.09e-37,7.09e-37,module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,34,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,35,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,36,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,37,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,38,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,39,D_PHYS,4,4,module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,40,D_BSFG,6,6,module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,41,D_CRIT,26,26,module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,42,N_CH,9,9,module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,51,V_SCM,1.0e8,100000000.0,module
_session721_classV_G_and_LSCM_MSCM_proportionality.py,52,RHO_VAC_SCM,7.09e-37,7.09e-37,module
_session722_K_G_prefactor_search.py,27,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session722_K_G_prefactor_search.py,28,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session722_K_G_prefactor_search.py,29,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session722_K_G_prefactor_search.py,30,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session722_K_G_prefactor_search.py,31,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session722_K_G_prefactor_search.py,32,D_PHYS,Fraction(4),Fraction(4),module
_session722_K_G_prefactor_search.py,33,D_BSFG,Fraction(6),Fraction(6),module
_session722_K_G_prefactor_search.py,34,D_CRIT,Fraction(26),Fraction(26),module
_session722_K_G_prefactor_search.py,35,N_CH,Fraction(9),Fraction(9),module
_session722_K_G_prefactor_search.py,46,V_SCM,1.0e8,100000000.0,module
_session722_K_G_prefactor_search.py,47,RHO_VAC_SCM,7.09e-37,7.09e-37,module
_session723_K_G_locked_rational.py,31,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session723_K_G_locked_rational.py,32,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session723_K_G_locked_rational.py,33,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session723_K_G_locked_rational.py,34,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session723_K_G_locked_rational.py,35,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session723_K_G_locked_rational.py,36,D_PHYS,Fraction(4),Fraction(4),module
_session723_K_G_locked_rational.py,37,D_BSFG,Fraction(6),Fraction(6),module
_session723_K_G_locked_rational.py,38,D_CRIT,Fraction(26),Fraction(26),module
_session723_K_G_locked_rational.py,39,N_CH,Fraction(9),Fraction(9),module
_session723_K_G_locked_rational.py,49,V_SCM,1.0e8,100000000.0,module
_session724_classVI_Lambda_opening.py,36,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session724_classVI_Lambda_opening.py,37,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session724_classVI_Lambda_opening.py,38,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session724_classVI_Lambda_opening.py,39,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session724_classVI_Lambda_opening.py,40,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session724_classVI_Lambda_opening.py,41,D_PHYS,Fraction(4),Fraction(4),module
_session724_classVI_Lambda_opening.py,42,D_BSFG,Fraction(6),Fraction(6),module
_session724_classVI_Lambda_opening.py,43,D_CRIT,Fraction(26),Fraction(26),module
_session724_classVI_Lambda_opening.py,44,N_CH,Fraction(9),Fraction(9),module
_session724_classVI_Lambda_opening.py,57,V_SCM,1.0e8,100000000.0,module
_session725_cosmological_hierarchy_probe.py,26,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session725_cosmological_hierarchy_probe.py,27,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session725_cosmological_hierarchy_probe.py,28,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session725_cosmological_hierarchy_probe.py,29,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session725_cosmological_hierarchy_probe.py,30,D_PHYS,Fraction(4),Fraction(4),module
_session725_cosmological_hierarchy_probe.py,31,D_BSFG,Fraction(6),Fraction(6),module
_session725_cosmological_hierarchy_probe.py,32,D_CRIT,Fraction(26),Fraction(26),module
_session725_cosmological_hierarchy_probe.py,33,N_CH,Fraction(9),Fraction(9),module
_session725_cosmological_hierarchy_probe.py,42,V_SCM,1.0e8,100000000.0,module
_session726_LH_tighten_locked_closure.py,26,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session726_LH_tighten_locked_closure.py,27,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session726_LH_tighten_locked_closure.py,28,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session726_LH_tighten_locked_closure.py,29,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session726_LH_tighten_locked_closure.py,30,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session726_LH_tighten_locked_closure.py,31,D_PHYS,Fraction(4),Fraction(4),module
_session726_LH_tighten_locked_closure.py,32,D_BSFG,Fraction(6),Fraction(6),module
_session726_LH_tighten_locked_closure.py,33,D_CRIT,Fraction(26),Fraction(26),module
_session726_LH_tighten_locked_closure.py,34,N_CH,Fraction(9),Fraction(9),module
_session726_LH_tighten_locked_closure.py,35,ORD_SO5,Fraction(10),Fraction(10),module
_session726_LH_tighten_locked_closure.py,52,V_SCM,1.0e8,100000000.0,module
_session726_LH_tighten_locked_closure.py,53,RHO_VAC_SCM,7.09e-37,7.09e-37,module
_session727_LH42_Lambda_closure.py,28,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session727_LH42_Lambda_closure.py,29,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session727_LH42_Lambda_closure.py,30,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session727_LH42_Lambda_closure.py,31,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session727_LH42_Lambda_closure.py,32,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session727_LH42_Lambda_closure.py,33,D_PHYS,Fraction(4),Fraction(4),module
_session727_LH42_Lambda_closure.py,34,D_BSFG,Fraction(6),Fraction(6),module
_session727_LH42_Lambda_closure.py,35,D_CRIT,Fraction(26),Fraction(26),module
_session727_LH42_Lambda_closure.py,36,N_CH,Fraction(9),Fraction(9),module
_session727_LH42_Lambda_closure.py,37,ORD_SO5,Fraction(10),Fraction(10),module
_session727_LH42_Lambda_closure.py,46,V_SCM,1.0e8,100000000.0,module
_session727_LH42_Lambda_closure.py,47,RHO_VAC_SCM,7.09e-37,7.09e-37,module
_session728_triple_track_consolidation.py,17,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session728_triple_track_consolidation.py,18,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session728_triple_track_consolidation.py,19,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session728_triple_track_consolidation.py,20,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session728_triple_track_consolidation.py,21,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session728_triple_track_consolidation.py,22,D_PHYS,Fraction(4),Fraction(4),module
_session728_triple_track_consolidation.py,23,D_BSFG,Fraction(6),Fraction(6),module
_session728_triple_track_consolidation.py,24,D_CRIT,Fraction(26),Fraction(26),module
_session728_triple_track_consolidation.py,25,N_CH,Fraction(9),Fraction(9),module
_session728_triple_track_consolidation.py,26,ORD_SO5,Fraction(10),Fraction(10),module
_session728_triple_track_consolidation.py,33,V_SCM,1.0e8,100000000.0,module
_session728_triple_track_consolidation.py,34,RHO_VAC_SCM,7.09e-37,7.09e-37,module
_session729_H0_eta_hbar_consolidation.py,19,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session729_H0_eta_hbar_consolidation.py,20,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session729_H0_eta_hbar_consolidation.py,21,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session729_H0_eta_hbar_consolidation.py,22,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session729_H0_eta_hbar_consolidation.py,23,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session729_H0_eta_hbar_consolidation.py,24,D_PHYS,Fraction(4),Fraction(4),module
_session729_H0_eta_hbar_consolidation.py,25,D_BSFG,Fraction(6),Fraction(6),module
_session729_H0_eta_hbar_consolidation.py,26,D_CRIT,Fraction(26),Fraction(26),module
_session729_H0_eta_hbar_consolidation.py,27,N_CH,Fraction(9),Fraction(9),module
_session729_H0_eta_hbar_consolidation.py,35,V_SCM,1.0e8,100000000.0,module
