quantity,origin,kind,canonical_route,formula,value,reference,residual_pct,sector,phi_variant,paper_source,confirmations,py_sites,cpp_sites,lean_sites,corpus_citations,status
u_ua_canonical_1e_4,dispatch,closure,,,'',,,,,PAPER_500,0,_l96_uqff_axiom_paper_500_u_ua_canonical_1e_4_closure,u_ua_canonical_1e_4,,7,derived
u_ua_coupling_constant,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_U_UA_coupling_constant_closure,u_ua_coupling_constant,,,derived
ua_canonical_4816,dispatch,closure,,,'',,,,,PAPER_1232,0,_l96_uqff_axiom_paper_1232_UA_canonical_4816_closure,ua_canonical,,4,derived
ug4_vacuum_bh_coupling_ms2,dispatch,closure,,,4.219e-10,,,,,PAPER_1924,0,_l96_uqff_paper_1924_ug4_vacuum_bh_coupling_ms2_closure,,,5,derived
uhecr_acceleration,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_uhecr_acceleration_closure,,,,derived
uhecr_e_max_7e20_ev,dispatch,closure,,,'',,,,,PAPER_1322,0,_l96_uqff_axiom_paper_1322_uhecr_e_max_7e20_ev_closure,uhecr_e_max_7e20_ev,,2,derived
unified_simultaneous_solver_framework,dispatch,closure,,,1.0,,,,,PAPER_1915,0,_l96_uqff_paper_1915_unified_simultaneous_solver_framework_closure,,,9,derived
universal_um_ueem_ratio,dispatch,closure,,,0.057,,,,,PAPER_1910,0,_l96_uqff_paper_1910_universal_um_ueem_ratio_closure,,,2,derived
universe_age_13_78_gyr,dispatch,closure,,,'',,,,,PAPER_1209GG,0,_l96_uqff_axiom_paper_1209gg_s646_universe_age_13_78_gyr_closure,universe_age_13_78_gyr,,7,derived
universe_hubble_radius_22_times_2_so_5_25_primitive_lock,dispatch,closure,,,4.4e+26,,,,,PAPER_2001,0,_l96_uqff_paper_2001_universe_hubble_radius_22_times_2_so_5_25_primitive_lock_closure,,,6,derived
universe_mass_so_5_53,dispatch,closure,,,1e+53,,,,,PAPER_1989,0,_l96_uqff_paper_1989_universe_mass_so_5_53_closure,,,21,derived
unruh_paradox,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_unruh_paradox_closure,,,,derived
uqff_beyond_physics_extension,dispatch,closure,,,1.0,,,,,PAPER_1963,0,_l96_uqff_paper_1963_uqff_beyond_physics_extension_closure,,,5,derived
v_exp_crab_d_bsfg_over_d_phys_so_5_6,dispatch,closure,,,1500000.0,,,,,PAPER_2021,0,_l96_uqff_paper_2021_v_exp_crab_d_bsfg_over_d_phys_so_5_6_closure,,,10,derived
v_exp_orion_2_so_5_4_velocity_domain,dispatch,closure,,,20000.0,,,,,PAPER_2030,0,_l96_uqff_paper_2030_v_exp_orion_2_so_5_4_velocity_domain_closure,,,4,derived
v_gas_lagoon_so_5_5_3rd_instance_family_extension,dispatch,closure,,,100000.0,,,,,PAPER_2027,0,_l96_uqff_paper_2027_v_gas_lagoon_so_5_5_3rd_instance_family_extension_closure,,,9,derived
v_gas_m16_so_5_5_ionized_gas,dispatch,closure,,,100000.0,,,,,PAPER_2021,0,_l96_uqff_paper_2021_v_gas_m16_so_5_5_ionized_gas_closure,,,10,derived
v_little_v_big_ratio,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_v_little_v_big_ratio_closure,v_little_v_big_ratio,,,derived
v_out_young_stars_so_5_2_100_km_s_velocity_ladder_rung_n_plus_2_stellar_outflow,dispatch,closure,,,100,,,,,PAPER_2074,0,_l96_uqff_paper_2074_v_out_young_stars_so_5_2_100_km_s_velocity_ladder_rung_n_plus_2_stellar_outflow_closure,,,1,derived
v_out_youngstars_so_5_5_velocity_4th_instance,dispatch,closure,,,100000.0,,,,,PAPER_2031,0,_l96_uqff_paper_2031_v_out_youngstars_so_5_5_velocity_4th_instance_closure,,,6,derived
v_sgr1745_so_5_3_direct_volumetric,dispatch,closure,,,1000.0,,,,,PAPER_2024,0,_l96_uqff_paper_2024_v_sgr1745_so_5_3_direct_volumetric_closure,,,12,derived
v_sw_5e5_d_phys_plus_1_so_5_5_4th_composed_prefix_velocity_solar_wind,dispatch,closure,,,500000.0,,,,,PAPER_2079,0,_l96_uqff_paper_2079_v_sw_5e5_d_phys_plus_1_so_5_5_4th_composed_prefix_velocity_solar_wind_closure,,,8,derived
v_tesla_so_5_6_1e6_v_voltage_ladder_new_first_instance_positive_rung,dispatch,closure,,,1000000.0,,,,,PAPER_2080,0,_l96_uqff_paper_2080_v_tesla_so_5_6_1e6_v_voltage_ladder_new_first_instance_positive_rung_closure,,,2,derived
v_wind_2000_antennae_merger,dispatch,closure,,,2000.0,,,,,PAPER_1972,0,_l96_uqff_paper_1972_v_wind_2000_antennae_merger_closure,,,34,derived
v_wind_bubblenebula_one_minus_f_trz_2_so_5_6,dispatch,closure,,,1800000.0,,,,,PAPER_2035,0,_l96_uqff_paper_2035_v_wind_bubblenebula_one_minus_f_trz_2_so_5_6_closure,,,12,derived
v_wind_ngc6302_d_bsfg_so_5_5_composed_prefix_velocity,dispatch,closure,,,600000.0,,,,,PAPER_2025,0,_l96_uqff_paper_2025_v_wind_ngc6302_d_bsfg_so_5_5_composed_prefix_velocity_closure,,,21,derived
v_wind_orion_2_d_phys_so_5_3,dispatch,closure,,,8000.0,,,,,PAPER_2035,0,_l96_uqff_paper_2035_v_wind_orion_2_d_phys_so_5_3_closure,,,12,derived
v_wind_saturn_so_5_over_2_so_5_2_planetary_atmospheric,dispatch,closure,,,500.0,,,,,PAPER_2019,0,_l96_uqff_paper_2019_v_wind_saturn_so_5_over_2_so_5_2_planetary_atmospheric_closure,,,15,derived
vac_density_ratio_2_over_q_uqff_galactic_1e_minus_97,dispatch,closure,,,1.683e-97,,,,,PAPER_2009,0,_l96_uqff_paper_2009_vac_density_ratio_2_over_q_uqff_galactic_1e_minus_97_closure,,,9,derived
vac_ratio_youngstars_so_5_base_form,dispatch,closure,,,10,,,,,PAPER_2032,0,_l96_uqff_paper_2032_vac_ratio_youngstars_so_5_base_form_closure,,,6,derived
vacuum_breakdown_7e13_v_m,dispatch,closure,,,'',,,,,PAPER_1373,0,_l96_uqff_axiom_paper_1373_vacuum_breakdown_7e13_v_m_closure,vacuum_breakdown_7e13_v_m,,29,derived
vacuum_energy_gain,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_vacuum_energy_gain_closure,,,,derived
vacuum_stable_w_neg1,dispatch,closure,,,'',,,,,PAPER_1272,0,_l96_uqff_axiom_paper_1272_vacuum_stable_w_neg1_closure,vacuum_stable_w_neg1,,2,derived
void_h0_shift_dimensionless,dispatch,closure,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),,0.05,,,,,PAPER_1896,0,_l96_uqff_paper_1896_void_h0_shift_dimensionless_closure,,,1,derived
wave_function_universe,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_wheeler_dewitt_equation_closure,,,,derived
wavenumber_multi_rung_ladder_46_orders_magnitude_6_rungs_formalization,dispatch,closure,,,6,,,,,PAPER_2034,0,_l96_uqff_paper_2034_wavenumber_multi_rung_ladder_46_orders_magnitude_6_rungs_formalization_closure,,,6,derived
wavenumber_pos_neg_pair_so_5_20_direct_pair_formalization,dispatch,closure,,,2,,,,,PAPER_2026,0,_l96_uqff_paper_2026_wavenumber_pos_neg_pair_so_5_20_direct_pair_formalization_closure,,,8,derived
wc_over_j_4_phase_transition,dispatch,closure,,,'',,,,,PAPER_1344,0,_l96_uqff_axiom_paper_1344_wc_over_j_4_phase_transition_closure,wc_over_j_4_phase_transition,,2,derived
wd2_tau_sf_2_so_5_6_primitive_lock,dispatch,closure,,,2000000.0,,,,,PAPER_2000,0,_l96_uqff_paper_2000_wd2_tau_sf_2_so_5_6_primitive_lock_closure,,,4,derived
wd2_third_object_n_f_trz_topological_family,dispatch,closure,,,0.1,,,,,PAPER_2000,0,_l96_uqff_paper_2000_wd2_third_object_n_f_trz_topological_family_closure,,,4,derived
weak_equivalence_principle,dispatch,closure,,,1.5e-15,,,,,,0,_l96_uqff_axiom_weak_equivalence_principle_closure,,,,derived
wheeler_dewitt_f_u_0,dispatch,closure,,,'',,,,,PAPER_1284,0,_l96_uqff_axiom_paper_1284_wheeler_dewitt_f_u_0_closure,wheeler_dewitt_f_u_0,,2,derived
wheeler_dewitt_f_u_zero,dispatch,closure,,,0.0,,,,,PAPER_1932,0,_l96_uqff_paper_1932_wheeler_dewitt_f_u_zero_closure,,,13,derived
wien_b_2_898,dispatch,closure,,,'',,,,,PAPER_1209EE,0,_l96_uqff_axiom_paper_1209ee_s625_wien_b_2_898_closure,wien_b_2_898,,8,derived
wolfram_hypergraph_n_rules,dispatch,closure,,,74,,,,,PAPER_1928,0,_l96_uqff_paper_1928_wolfram_hypergraph_n_rules_closure,,,14,derived
yablo_paradox,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_yablo_paradox_closure,,,,derived
yield_h2o2_sonochemistry_2_f_trz_2_new_half_family_form_sonochemistry_yield_rate,dispatch,closure,,,0.02,,,,,PAPER_2083,0,_l96_uqff_paper_2083_yield_h2o2_sonochemistry_2_f_trz_2_new_half_family_form_sonochemistry_yield_rate_closure,,,4,derived
ymc_mdot_factor,dispatch,closure,,,3.3333333,,,,,PAPER_1909,0,_l96_uqff_paper_1909_ymc_mdot_factor_closure,,,6,derived
ymc_v_wind_km_s,dispatch,closure,,,2000.0,,,,,PAPER_1911,0,_l96_uqff_paper_1911_ymc_v_wind_km_s_closure,,,13,derived
z0_vacuum_impedance,dispatch,closure,,,'',,,,,PAPER_1209DD,0,_l96_uqff_axiom_paper_1209dd_s613_z0_vacuum_impedance_closure,z0_vacuum_impedance,,13,derived
z_d_crit_over_so_5_3_sgr_1745,dispatch,closure,,,0.026,,,,,PAPER_2007,0,_l96_uqff_paper_2007_z_d_crit_over_so_5_3_sgr_1745_closure,,,6,derived
z_drag_cmb_so_5_3_plus_a_5_1060_new_additive_combination_cosmological_redshift_domain,dispatch,closure,,,1060,,,,,PAPER_2086,0,_l96_uqff_paper_2086_z_drag_cmb_so_5_3_plus_a_5_1060_new_additive_combination_cosmological_redshift_domain_closure,,,1,derived
z_recomb_1090,dispatch,closure,,,'',,,,,PAPER_1209GG,0,_l96_uqff_axiom_paper_1209gg_s651_z_recomb_1090_closure,z_recomb_1090_v2,,7,derived
z_reion_7_0,dispatch,closure,,,'',,,,,PAPER_1332,0,_l96_uqff_axiom_paper_1332_z_reion_7_0_closure,z_reion_7_0,,2,derived
z_reion_alt_7_70,dispatch,closure,,,'',,,,,PAPER_1412,0,_l96_uqff_axiom_paper_1412_z_reion_alt_7_70_closure,z_reion_alt,,2,derived
zero_point_eight_five_landmark_third_instance_heliosphere_paper_2098,dispatch,closure,,,0.85,,,,,PAPER_2098,0,_l96_uqff_paper_2098_zero_point_eight_five_landmark_third_instance_heliosphere_closure,,,10,derived
zero_point_fifteen_landmark_fourth_instance_heliosphere_paper_2098,dispatch,closure,,,0.15,,,,,PAPER_2098,0,_l96_uqff_paper_2098_zero_point_fifteen_landmark_fourth_instance_heliosphere_closure,,,10,derived
zwicky_missing_mass_factor,dispatch,closure,,,0.297,,,,,PAPER_1894,0,_l96_uqff_paper_1894_zwicky_missing_mass_factor_closure,,,4,derived
black_hole_information_page_curve_uqff,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
F_U_7_component_deepest_root (f_u_universal_simultaneous_balance expansion),inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
f_u_universal_simultaneous_balance,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
hydrogen_en_sm_uqff_contrast_26level,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
millenium_yang_mills_mass_gap_1p78gev,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
poincare_conjecture_buoyancy_ricci_flow,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
quantum_chain_26level_master_derivation,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
quantum_chain_full_26_step_sub_derivations + umbilicus_mass_step7,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
riemann_hypothesis_uqff_zeta_pinning,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
spinor_bundle_index,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
universal_inertia_inertia_ratio_exactly_2_0_cubic_balance,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
vacuum_ladder_10_minus_120 + e_n_26level_additional_contrasts,inventory,kernel_constant,,,,,,,,CLOSED_CONSTANTS_INVENTORY,,UQFFSimultaneousProofEngine,,,,CLOSED_flagged_see_2026_05_28_verification
alpha_inverse,odmap,observable,,qcalcgeom,,137.035999084,,SI,,PAPER_1167,,d26,alpha_inverse,,133,SYMBOLIC_PENDING_R1
alpha_inverse,odmap,observable,,qcalcgeom,,137.035999084,,SI,,PAPER_1167,,d26,alpha_inverse,,133,SYMBOLIC_PENDING_R1
alpha_inverse,odmap,observable,,qcalcgeom,,137.035999084,,SI,,PAPER_1167,,d26,alpha_inverse,,133,SYMBOLIC_PENDING_R1
alpha_inverse,odmap,observable,,bsfg,,137.035999084,,SI,,PAPER_1167,,d26,alpha_inverse,,133,SYMBOLIC_PENDING_R1
alpha_inverse,odmap,observable,,bsfg,,137.035999084,,SI,,PAPER_1167,,d26,alpha_inverse,,133,SYMBOLIC_PENDING_R1
alpha_inverse,odmap,observable,,bsfg,,137.035999084,,SI,,PAPER_1167,,d26,alpha_inverse,,133,SYMBOLIC_PENDING_R1
alpha_inverse,odmap,observable,,dpm,,137.035999084,,SI,,PAPER_1167,,d26,alpha_inverse,,133,SYMBOLIC_PENDING_R1
alpha_inverse,odmap,observable,,dpm,,137.035999084,,SI,,PAPER_1167,,d26,alpha_inverse,,133,SYMBOLIC_PENDING_R1
alpha_inverse,odmap,observable,,dpm,,137.035999084,,SI,,PAPER_1167,,d26,alpha_inverse,,133,SYMBOLIC_PENDING_R1
alpha_inverse,odmap,observable,,d26,137.0,137.035999084,0.026270,SI,,PAPER_1167,,d26,alpha_inverse,,133,OK
alpha_inverse,odmap,observable,,d26,137.0,137.035999084,0.026270,SI,,PAPER_1167,,d26,alpha_inverse,,133,OK
alpha_inverse,odmap,observable,,d26,137.0,137.035999084,0.026270,SI,,PAPER_1167,,d26,alpha_inverse,,133,OK
alpha_s_M_Z,odmap,observable,,qcalcgeom,,0.1179,,SM,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
alpha_s_M_Z,odmap,observable,,qcalcgeom,,0.1179,,SM,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
alpha_s_M_Z,odmap,observable,,qcalcgeom,,0.1179,,SM,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
alpha_s_M_Z,odmap,observable,,bsfg,,0.1179,,SM,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
alpha_s_M_Z,odmap,observable,,bsfg,,0.1179,,SM,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
alpha_s_M_Z,odmap,observable,,bsfg,,0.1179,,SM,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
alpha_s_M_Z,odmap,observable,,dpm,0.11857707509881422,0.1179,0.574279,SM,,PAPER_1167,,dpm,,,133,OK
alpha_s_M_Z,odmap,observable,,dpm,0.11857707509881422,0.1179,0.574279,SM,,PAPER_1167,,dpm,,,133,OK
alpha_s_M_Z,odmap,observable,,dpm,0.11857707509881422,0.1179,0.574279,SM,,PAPER_1167,,dpm,,,133,OK
alpha_s_M_Z,odmap,observable,,d26,,0.1179,,SM,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
alpha_s_M_Z,odmap,observable,,d26,,0.1179,,SM,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
alpha_s_M_Z,odmap,observable,,d26,,0.1179,,SM,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
astro_BH_entropy_coeff,odmap,observable,,qcalcgeom,0.24833333333333338,0.25,0.666667,astro,,PAPER_594,,qcalcgeom,,,9,OK
astro_BH_entropy_coeff,odmap,observable,,qcalcgeom,0.24833333333333338,0.25,0.666667,astro,,PAPER_594,,qcalcgeom,,,9,OK
astro_BH_entropy_coeff,odmap,observable,,qcalcgeom,0.24833333333333338,0.25,0.666667,astro,,PAPER_594,,qcalcgeom,,,9,OK
astro_BH_entropy_coeff,odmap,observable,,bsfg,,0.25,,astro,,PAPER_594,,qcalcgeom,,,9,SYMBOLIC_PENDING_R1
astro_BH_entropy_coeff,odmap,observable,,bsfg,,0.25,,astro,,PAPER_594,,qcalcgeom,,,9,SYMBOLIC_PENDING_R1
astro_BH_entropy_coeff,odmap,observable,,bsfg,,0.25,,astro,,PAPER_594,,qcalcgeom,,,9,SYMBOLIC_PENDING_R1
astro_BH_entropy_coeff,odmap,observable,,dpm,,0.25,,astro,,PAPER_594,,qcalcgeom,,,9,SYMBOLIC_PENDING_R1
astro_BH_entropy_coeff,odmap,observable,,dpm,,0.25,,astro,,PAPER_594,,qcalcgeom,,,9,SYMBOLIC_PENDING_R1
astro_BH_entropy_coeff,odmap,observable,,dpm,,0.25,,astro,,PAPER_594,,qcalcgeom,,,9,SYMBOLIC_PENDING_R1
astro_BH_entropy_coeff,odmap,observable,,d26,,0.25,,astro,,PAPER_594,,qcalcgeom,,,9,SYMBOLIC_PENDING_R1
astro_BH_entropy_coeff,odmap,observable,,d26,,0.25,,astro,,PAPER_594,,qcalcgeom,,,9,SYMBOLIC_PENDING_R1
astro_BH_entropy_coeff,odmap,observable,,d26,,0.25,,astro,,PAPER_594,,qcalcgeom,,,9,SYMBOLIC_PENDING_R1
astro_Chandrasekhar_mass,odmap,observable,,qcalcgeom,1.4400000000000002,1.44,0.000000,astro,,PAPER_1149,,qcalcgeom,,,2,EXACT
astro_Chandrasekhar_mass,odmap,observable,,qcalcgeom,1.4400000000000002,1.44,0.000000,astro,,PAPER_1149,,qcalcgeom,,,2,EXACT
astro_Chandrasekhar_mass,odmap,observable,,qcalcgeom,1.4400000000000002,1.44,0.000000,astro,,PAPER_1149,,qcalcgeom,,,2,EXACT
astro_Chandrasekhar_mass,odmap,observable,,bsfg,,1.44,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_Chandrasekhar_mass,odmap,observable,,bsfg,,1.44,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_Chandrasekhar_mass,odmap,observable,,bsfg,,1.44,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_Chandrasekhar_mass,odmap,observable,,dpm,,1.44,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_Chandrasekhar_mass,odmap,observable,,dpm,,1.44,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_Chandrasekhar_mass,odmap,observable,,dpm,,1.44,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_Chandrasekhar_mass,odmap,observable,,d26,,1.44,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_Chandrasekhar_mass,odmap,observable,,d26,,1.44,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_Chandrasekhar_mass,odmap,observable,,d26,,1.44,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_grav_binding_coeff,odmap,observable,,qcalcgeom,,0.6,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_grav_binding_coeff,odmap,observable,,qcalcgeom,,0.6,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_grav_binding_coeff,odmap,observable,,qcalcgeom,,0.6,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_grav_binding_coeff,odmap,observable,,bsfg,,0.6,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_grav_binding_coeff,odmap,observable,,bsfg,,0.6,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_grav_binding_coeff,odmap,observable,,bsfg,,0.6,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_grav_binding_coeff,odmap,observable,,dpm,0.6,0.6,0.000000,astro,,PAPER_1149,,dpm,,,2,EXACT
astro_grav_binding_coeff,odmap,observable,,dpm,0.6,0.6,0.000000,astro,,PAPER_1149,,dpm,,,2,EXACT
astro_grav_binding_coeff,odmap,observable,,dpm,0.6,0.6,0.000000,astro,,PAPER_1149,,dpm,,,2,EXACT
astro_grav_binding_coeff,odmap,observable,,d26,,0.6,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_grav_binding_coeff,odmap,observable,,d26,,0.6,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_grav_binding_coeff,odmap,observable,,d26,,0.6,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_ISCO_r_M,odmap,observable,,qcalcgeom,,6.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_ISCO_r_M,odmap,observable,,qcalcgeom,,6.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_ISCO_r_M,odmap,observable,,qcalcgeom,,6.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_ISCO_r_M,odmap,observable,,bsfg,6,6.0,0.000000,astro,,PAPER_1149,,bsfg,,,2,EXACT
astro_ISCO_r_M,odmap,observable,,bsfg,6,6.0,0.000000,astro,,PAPER_1149,,bsfg,,,2,EXACT
astro_ISCO_r_M,odmap,observable,,bsfg,6,6.0,0.000000,astro,,PAPER_1149,,bsfg,,,2,EXACT
astro_ISCO_r_M,odmap,observable,,dpm,,6.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_ISCO_r_M,odmap,observable,,dpm,,6.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_ISCO_r_M,odmap,observable,,dpm,,6.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_ISCO_r_M,odmap,observable,,d26,,6.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_ISCO_r_M,odmap,observable,,d26,,6.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_ISCO_r_M,odmap,observable,,d26,,6.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_NS_compactness,odmap,observable,,qcalcgeom,0.21061333333333337,0.21,0.292063,astro,,PAPER_1149,,qcalcgeom,,,2,OK
astro_NS_compactness,odmap,observable,,qcalcgeom,0.21061333333333337,0.21,0.292063,astro,,PAPER_1149,,qcalcgeom,,,2,OK
astro_NS_compactness,odmap,observable,,qcalcgeom,0.21061333333333337,0.21,0.292063,astro,,PAPER_1149,,qcalcgeom,,,2,OK
astro_NS_compactness,odmap,observable,,bsfg,,0.21,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_NS_compactness,odmap,observable,,bsfg,,0.21,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_NS_compactness,odmap,observable,,bsfg,,0.21,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_NS_compactness,odmap,observable,,dpm,,0.21,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_NS_compactness,odmap,observable,,dpm,,0.21,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_NS_compactness,odmap,observable,,dpm,,0.21,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_NS_compactness,odmap,observable,,d26,,0.21,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_NS_compactness,odmap,observable,,d26,,0.21,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_NS_compactness,odmap,observable,,d26,,0.21,,astro,,PAPER_1149,,qcalcgeom,,,2,SYMBOLIC_PENDING_R1
astro_photon_sphere_r_M,odmap,observable,,qcalcgeom,,3.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_photon_sphere_r_M,odmap,observable,,qcalcgeom,,3.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_photon_sphere_r_M,odmap,observable,,qcalcgeom,,3.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_photon_sphere_r_M,odmap,observable,,bsfg,3.016666666666667,3.0,0.555556,astro,,PAPER_1149,,bsfg,,,2,OK
astro_photon_sphere_r_M,odmap,observable,,bsfg,3.016666666666667,3.0,0.555556,astro,,PAPER_1149,,bsfg,,,2,OK
astro_photon_sphere_r_M,odmap,observable,,bsfg,3.016666666666667,3.0,0.555556,astro,,PAPER_1149,,bsfg,,,2,OK
astro_photon_sphere_r_M,odmap,observable,,dpm,,3.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_photon_sphere_r_M,odmap,observable,,dpm,,3.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_photon_sphere_r_M,odmap,observable,,dpm,,3.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_photon_sphere_r_M,odmap,observable,,d26,,3.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_photon_sphere_r_M,odmap,observable,,d26,,3.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_photon_sphere_r_M,odmap,observable,,d26,,3.0,,astro,,PAPER_1149,,bsfg,,,2,SYMBOLIC_PENDING_R1
astro_Salpeter_IMF_alpha,odmap,observable,,qcalcgeom,,2.35,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_Salpeter_IMF_alpha,odmap,observable,,qcalcgeom,,2.35,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
astro_Salpeter_IMF_alpha,odmap,observable,,qcalcgeom,,2.35,,astro,,PAPER_1149,,dpm,,,2,SYMBOLIC_PENDING_R1
